Code,52w Low,52w High,Long-Term Trend,RSI (14),MACD,1 Day,RR Week 1,RR Week 2,RR Week 3,RR Week 4,RR Week 6,RR Week 8,RR Week 13,RR Week 19,RR Week 26,RR Week 39,RR Week 52,Close Price,Price Close Today,Price Week 1,Price Week 2,Price Week 3,Price Week 4,Price Week 13,Price Week 26,Price Week 52,Trend RR,Over Extention Risk,Trend Score,Trend Move,Liquidity Score,Liquidity Move,Volatility Score,Upside Pressure Risk,Market Cap Rank,Ranking,Overall Momentum Score,Overall Risk,Expected Move Up,Expected Move Down,Directional Expected Move,Market cap Measured,Exit Reason,Final Score,CFS Smooth,CFS Move,Micro Regime Period,Trend Category,Volatility Category,Liquidity Category,Micro Regime,Macro VT Regime,Micro R Smooth,Market Regime Category,Price Last Friday,Upper Price Limit,Lower Price Limit,Target Price Limit,Stop price Limit,Market Standing Score,Final Verdict,EMA Final Verdict,Momentum Category,Behavioural Classifier,Confidence State,PE Valuation,Overall Risk Class,Breakout classifier,Sector,TYPE,Exchange abbreviation,Company
CR1,0.12,0.265,Bearish,39,Negative,23.08%,-10.34%,-7.14%,-10.34%,-7.14%,8.33%,8.33%,-13.33%,-18.75%,-18.75%,-21.21%,0.00%,0.13,$0.160,$0.145,$0.140,$0.145,$0.140,$0.150,$0.160,$0.130,-4.17%,2.20%,-0.082,-0.071,1.190,-0.043,2.561,27.20%,1290,1841,9.20%,55.00%,15.38%,31.12%,-4.73%,17150816,Stress-Trailing Stop,22.10%,21.76%,0.344%,1,Sideways – Weak,Medium,Scarce,Neutral,Medium - Fading,Fading,Unstable_Weak,$0.130,$0.15,$0.09,$0.124,$0.112,1.103,Weak,Weak – Calm,Drop Phase,Collapsed,Moderate,NA,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Constellation Resources Limited Ordinary
CR3,0.005,0.016,Bearish,49,Negative,-6.25%,7.69%,-12.50%,0.00%,0.00%,0.00%,-12.50%,-6.67%,-22.22%,-12.50%,-22.22%,-30.00%,0.007,$0.007,$0.007,$0.008,$0.007,$0.007,$0.008,$0.008,$0.010,-9.61%,0.76%,-0.195,0.021,3.278,0.150,2.375,27.23%,1605,1691,16.40%,44.50%,45.00%,45.00%,-7.13%,6239363.2,Trader Choice,31.80%,26.99%,4.809%,1,Fading – Breaking,Medium,Fair,Neutral,Medium - Fading,Downside,Unstable_Weak,$0.007,$0.01,$0.00,$0.007,$0.007,1.471,Weak,Weak – Better,Fading,Inspect,Strong,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Core Energy Minerals Ltd Ordinary
CRB,0.004,0.015,Bullish,52,Positive,0.00%,-25.00%,28.57%,28.57%,12.50%,12.50%,12.50%,-25.00%,28.57%,80.00%,50.00%,80.00%,0.009,$0.009,$0.012,$0.007,$0.007,$0.008,$0.012,$0.005,$0.005,-6.99%,7.75%,0.392,-0.054,2.033,-0.089,2.993,36.53%,1460,626,37.80%,59.40%,45.00%,45.00%,15.86%,10726794,Trader Choice,39.30%,37.08%,2.222%,2,Uptrend – Better,Volatile,Limited,Rising,Medium - Fading,Fading,Unstable_Weak,$0.009,$0.01,$0.00,$0.010,$0.009,1.501,Weak,Weak – Calm,Climbing,Inspect,Moderate,NA,Exposed,Neutral,Materials,Ordinary,XASX,Carbine Resources Limited Ordinary
CRD,0.365,0.82,Bullish,73,Positive,1.63%,17.54%,19.64%,15.52%,14.53%,15.52%,20.72%,54.02%,41.05%,6.35%,11.67%,-6.94%,0.67,$0.660,$0.570,$0.560,$0.580,$0.585,$0.435,$0.630,$0.720,-1.59%,16.53%,0.327,0.283,1.314,-0.057,2.340,6.22%,688,355,40.60%,48.70%,18.15%,14.04%,11.22%,128406102,Stress-Drawdown,41.90%,38.19%,3.706%,1,Uptrend – Strong,Medium,Scarce,Rising,Calm - Sideways,Downside,Unstable_Weak,$0.670,$0.79,$0.58,$0.745,$0.613,1.676,Recheck,Weak – Better,Climbing,Inspect,Moderate,Balanced Value,Exposed,Breakout,Energy,CDI,XASX,Conrad Asia Energy Ltd. CDI 1:1
CRED,22.1,24.04,Bearish,43,Negative,0.02%,0.72%,-0.31%,-1.24%,-1.63%,-1.58%,-1.06%,-2.44%,-1.11%,-1.24%,-3.16%,-6.29%,22.36,$22.340,$22.200,$22.430,$22.640,$22.730,$22.920,$22.640,$23.860,-31.35%,0.17%,-0.089,0.021,1.253,0.070,1.288,6.23%,1742,1441,13.30%,32.70%,10.00%,19.03%,-6.26%,0,Stress-Drawdown,33.30%,30.34%,2.964%,1,Sideways – Breaking,Calm,Scarce,Neutral,Calm - Downtrend,Downside,Unstable_Weak,$22.360,$24.60,$18.10,$20.960,$21.447,1.916,Weak,Weak – Calm,Drop Phase,Inspect,Strong,NA,Balanced,Breakout,Financials ,ETF,XASX,BetaShares Australian Investment Grade Corporate Bond ETF
CRI,0.017,0.048,Neutral,47,Positive,9.52%,-4.55%,-4.55%,0.00%,0.00%,-8.70%,13.51%,7.69%,-12.50%,-12.50%,-19.23%,-10.64%,0.021,$0.023,$0.022,$0.022,$0.021,$0.021,$0.020,$0.024,$0.024,-4.14%,2.42%,0.012,-0.057,3.689,0.007,1.854,13.87%,829,993,35.40%,34.80%,45.00%,45.00%,8.47%,69708538,Trader Choice,46.10%,42.54%,3.560%,4,Sideways – Weak,Low,Standard,Neutral,Medium - Fading,Fading,Unstable_Weak,$0.021,$0.03,$0.01,$0.023,$0.019,1.584,Weak,Weak – Better,Climbing,Faded,Strong,NA,Balanced,Breakout,Materials,Ordinary,XASX,Critica Limited Ordinary
CRN,0.145,0.49,Neutral,52,Positive,-5.61%,-10.20%,-12.00%,15.79%,22.22%,22.22%,33.33%,-6.38%,-13.73%,-20.00%,-37.14%,-37.14%,0.22,$0.210,$0.245,$0.250,$0.190,$0.180,$0.235,$0.275,$0.350,-2.65%,5.59%,0.210,-0.078,3.181,-0.431,2.483,25.15%,460,378,30.90%,45.30%,27.66%,17.09%,9.97%,352055340,Trader Choice,34.70%,34.05%,0.651%,3,Uptrend – Soft,Medium,Fair,Upside,Medium - Fading,Rising,Unstable_Weak,$0.220,$0.28,$0.18,$0.242,$0.220,2.257,Recheck,Weak – Calm,Stable,Collapsed,Fragile,NA,Caution,Breakout Tilt,Materials,CDI,XASX,Coronado Global Resources Inc. CDI 10:1
CRR,0.005,0.013,Neutral,57,Negative,14.29%,16.67%,16.67%,16.67%,0.00%,16.67%,0.00%,-22.22%,-30.00%,-6.67%,-22.22%,-17.65%,0.007,$0.008,$0.006,$0.006,$0.006,$0.007,$0.009,$0.008,$0.009,-3.22%,6.50%,-0.115,0.184,3.851,0.477,2.432,21.06%,1133,1505,23.80%,42.40%,45.00%,45.00%,-5.95%,27506280,Trader Choice,31.50%,28.72%,2.784%,1,Sideways – Soft,Medium,Standard,Rising,Medium - Fading,Downside,Unstable_Weak,$0.007,$0.01,$0.00,$0.007,$0.007,1.585,Weak,Weak – Calm,Fading,Improved,Very Strong,NA,Caution,Neutral,Materials,Ordinary,XASX,Critical Resources Limited Ordinary
CRS,0.066,0.16,Bearish,29,Negative,-2.01%,-9.64%,-11.76%,-10.71%,-17.58%,-15.73%,-8.54%,-8.54%,-42.31%,-5.06%,-21.88%,-25.00%,0.075,$0.073,$0.083,$0.085,$0.084,$0.091,$0.082,$0.079,$0.100,-8.25%,0.00%,-0.249,-0.176,2.799,-0.121,1.942,27.67%,853,1595,10.70%,42.70%,26.67%,34.13%,-9.17%,63615397.4,Trader Choice,21.20%,23.38%,-2.176%,2,Fading – Breaking,Low,Fair,Fading,Medium - Fading,Downside,Unstable_Weak,$0.075,$0.10,$0.05,$0.068,$0.063,1.469,Weak,Recheck – Drift,Drop Phase,Collapsed,Fragile,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Caprice Resources Ltd Ordinary
CRYP,5.24,10.81,Bullish,54,Positive,7.99%,1.27%,-3.03%,-0.75%,2.83%,12.69%,4.58%,-6.98%,-3.50%,22.92%,15.46%,-6.44%,7.99,$9.040,$7.890,$8.240,$8.050,$7.770,$8.590,$6.500,$8.540,10.08%,8.74%,0.176,-0.026,1.223,0.051,1.874,13.54%,1742,453,33.70%,41.80%,18.27%,11.59%,12.21%,0,Stress-Trailing Stop,46.30%,42.29%,4.015%,1,Uptrend – Calm,Low,Scarce,Neutral,Calm - Downtrend,Fading,Unstable_Weak,$7.990,$9.45,$7.06,$8.966,$7.684,1.793,Monitor,Weak – Better,Stable,Inspect,Moderate,NA,Caution,Breakout,Financials ,ETF,XASX,BetaShares Crypto Innovators ETF
CSC,9.45,17.83,Neutral,44,Negative,2.08%,-1.58%,-4.77%,-12.48%,-7.71%,-5.89%,10.88%,-4.52%,16.17%,40.88%,0.49%,24.09%,14.37,$14.830,$14.600,$15.090,$16.420,$15.570,$15.050,$10.200,$11.580,-3.12%,9.86%,0.039,-0.097,3.410,-0.154,2.012,38.06%,54,103,33.70%,27.00%,10.00%,12.14%,-1.78%,11359551618,Trader Choice,60.60%,56.28%,4.322%,1,Sideways – Soft,Low,Standard,Fading,Medium - Fading,Fading,Unstable_Weak,$14.370,$15.81,$12.63,$14.114,$12.627,7.840,Positive,Monitor – Better,Stable,Faded,Fragile,Neutral,Assured,Breakout Tilt,Materials,CDI,XASX,Capstone Copper Corp. CDI 1:1 Foreign Exempt TSX
CSL,90,222.47,Bullish,66,Positive,0.38%,5.08%,0.62%,1.90%,4.33%,32.83%,53.73%,50.95%,46.47%,26.78%,0.29%,-11.48%,175.59,$178.790,$167.100,$174.500,$172.320,$168.300,$116.320,$138.500,$198.370,18.89%,64.94%,0.625,-0.018,2.989,-0.316,2.459,9.24%,10,6,53.70%,33.90%,19.02%,11.06%,11.63%,85798513997,Trader Choice,71.50%,66.67%,4.829%,5,Surged – Better,Medium,Fair,Upside,Calm - Uptrend,Rising,Unstable_Weak,$175.590,$208.99,$156.17,$196.018,$156.163,8.831,Strong,Positive – Better,Rising,Faded,Moderate,NA,Balanced,Breakout Tilt,Health Care,Ordinary,XASX,CSL Limited Ordinary
CST,0.06,0.15,Neutral,56,Positive,0.71%,2.70%,1.33%,1.33%,-6.17%,20.63%,4.11%,-1.30%,-23.23%,-17.39%,-30.91%,18.75%,0.076,$0.075,$0.074,$0.075,$0.075,$0.081,$0.077,$0.092,$0.064,-2.37%,1.85%,-0.048,0.046,1.289,-0.070,2.571,19.81%,1118,1153,15.60%,52.20%,26.32%,26.32%,-2.21%,28745685,Stress-Drawdown,27.50%,24.98%,2.519%,2,Sideways – Calm,Medium,Scarce,Neutral,Medium - Fading,Downside,Unstable_Weak,$0.076,$0.10,$0.06,$0.074,$0.072,1.369,Weak,Weak – Calm,Fading,Inspect,Strong,NA,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Castile Resources Ltd Ordinary
CSX,0.32,0.77,Bearish,47,Negative,3.91%,1.30%,-17.89%,-6.02%,-2.50%,-2.50%,-1.27%,-4.88%,-4.88%,-16.13%,-41.79%,-49.35%,0.39,$0.400,$0.385,$0.475,$0.415,$0.400,$0.410,$0.465,$0.770,-12.41%,1.05%,-0.102,-0.078,1.594,0.086,2.298,37.14%,1080,1768,10.10%,53.90%,10.00%,21.26%,-2.81%,31745944,Stress-Trailing Stop,22.00%,22.50%,-0.502%,1,Sideways – Breaking,Medium,Scarce,Fading,Calm - Uptrend,Fading,Unstable_Weak,$0.390,$0.43,$0.31,$0.379,$0.367,1.199,Weak,Weak – Drift,Drop Phase,Faded,Moderate,NA,Exposed,Neutral,Health Care,Ordinary,XASX,Cleanspace Holdings Limited Ordinary
CTD,1.97,16.07,Bearish,9,Negative,-6.65%,8.13%,18.22%,-83.45%,-83.45%,-83.45%,-83.45%,-83.45%,-83.45%,-83.45%,-83.45%,-83.45%,2.66,$2.520,$2.460,$2.250,$16.070,$16.070,$16.070,$16.070,$16.070,-12.67%,4.35%,-1.167,-0.116,3.653,0.029,2.774,71.80%,450,2115,1.80%,51.10%,10.00%,24.70%,-10.36%,368740764,Stress-Trailing Stop,18.30%,17.82%,0.485%,3,Downtrend – Breaking,Spiked,Standard,Downside,Medium - Fading,Downside,Unstable_Weak,$2.660,$2.93,$2.00,$2.384,$2.660,2.881,Weak,Weak – Calm,Drop Phase,Faded,Fragile,Balanced Value,Exposed,Breakdown,Consumer Discretionary,Ordinary,XASX,Corporate Travel Management Limited Ordinary
CTE,0.8,1.4,Neutral,22,Negative,0.43%,-0.42%,-6.00%,-6.00%,-6.00%,-2.08%,-2.08%,10.85%,17.50%,2.17%,16.34%,39.88%,1.175,$1.180,$1.180,$1.250,$1.250,$1.250,$1.060,$1.150,$0.840,-4.18%,1.65%,0.019,-0.106,1.138,-0.030,2.027,18.37%,883,421,26.00%,46.50%,12.59%,11.90%,6.44%,57595280.8,Stress-Drawdown,35.70%,36.50%,-0.804%,2,Sideways – Calm,Low,Scarce,Fading,Calm - Uptrend,Downside,Unstable_Weak,$1.175,$1.32,$1.04,$1.251,$1.095,1.482,Weak,Weak – Drift,Stable,Faded,Weak,Balanced Value,Caution,Breakout Tilt,Health Care,Ordinary,XASX,Cryosite Limited Ordinary
CTM,0.355,0.77,Neutral,48,Negative,-2.05%,-2.00%,-2.97%,-12.50%,-3.92%,2.08%,15.29%,-3.92%,-23.44%,-8.41%,8.89%,28.95%,0.49,$0.475,$0.500,$0.505,$0.560,$0.510,$0.510,$0.535,$0.380,-8.90%,0.99%,-0.023,-0.064,1.952,-0.226,2.018,22.20%,506,412,16.80%,43.70%,10.00%,30.98%,-10.11%,272853442,Trader Choice,30.00%,29.01%,0.993%,2,Sideways – Weak,Low,Limited,Neutral,Medium - Fading,Fading,Unstable_Weak,$0.490,$0.54,$0.34,$0.440,$0.443,2.335,Weak,Weak – Calm,Fading,Faded,Moderate,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Centaurus Metals Limited Ordinary
CTN,0.002,0.18,Bearish,24,Negative,14.47%,-19.15%,-19.15%,-19.15%,-28.30%,-20.83%,-19.15%,-9.52%,-33.33%,-42.42%,1800.00%,850.00%,0.038,$0.049,$0.047,$0.047,$0.047,$0.053,$0.042,$0.066,$0.004,-4.43%,3.41%,-0.286,-0.225,1.506,0.091,3.025,44.50%,1411,1130,6.50%,62.90%,45.00%,45.00%,-8.30%,12063094.4,Stress-Drawdown,26.30%,22.10%,4.203%,1,Fading – Weak,Volatile,Scarce,Downside,Medium - Fading,Downside,Unstable_Weak,$0.038,$0.06,$0.02,$0.035,$0.023,1.301,Weak,Weak – Better,Drop Phase,Collapsed,Weak,NA,Exposed,Breakdown Tilt,Materials,Ordinary,XASX,Catalina Resources Ltd Ordinary
CTO,0.006,0.024,Neutral,47,Positive,7.14%,-12.50%,-17.65%,-17.65%,16.67%,7.69%,27.27%,7.69%,-12.50%,-17.65%,-12.50%,133.33%,0.014,$0.016,$0.016,$0.017,$0.017,$0.012,$0.013,$0.017,$0.006,-3.10%,5.80%,0.242,-0.204,2.403,-0.087,2.761,32.40%,895,588,34.80%,54.30%,45.00%,45.00%,12.63%,55200000,Trader Choice,40.50%,38.42%,2.080%,1,Uptrend – Calm,Spiked,Limited,Rising,Medium - Fading,Neutral,Unstable_Weak,$0.014,$0.02,$0.01,$0.016,$0.014,1.585,Weak,Weak – Calm,Stable,Faded,Moderate,NA,Exposed,Neutral,Materials,Ordinary,XASX,Citigold Corporation Limited Ordinary
CTP,0.054,0.1,Bearish,48,Positive,1.19%,-4.55%,0.00%,1.61%,6.78%,3.28%,-7.35%,1.61%,-12.50%,-29.21%,1.61%,8.62%,0.063,$0.064,$0.066,$0.063,$0.062,$0.059,$0.062,$0.089,$0.058,-3.73%,1.14%,-0.057,-0.006,1.679,-0.111,1.798,13.94%,946,1153,17.30%,42.20%,31.75%,31.75%,-1.54%,48176896,Trader Choice,26.30%,26.60%,-0.300%,3,Sideways – Soft,Calm,Scarce,Neutral,Calm - Sideways,Neutral,Unstable_Weak,$0.063,$0.08,$0.04,$0.062,$0.062,1.454,Weak,Weak – Drift,Fading,Faded,Strong,NA,Caution,Breakout Tilt,Energy,Ordinary,XASX,Central Petroleum Limited Ordinary
CTQ,0.007,0.019,Bullish,70,Positive,7.37%,26.67%,46.15%,46.15%,58.33%,65.22%,58.33%,35.71%,46.15%,137.50%,90.00%,46.15%,0.019,$0.018,$0.015,$0.013,$0.013,$0.012,$0.014,$0.008,$0.013,40.47%,21.56%,0.785,0.315,2.858,-0.172,2.847,7.82%,1385,66,64.30%,48.70%,45.00%,45.00%,24.54%,13196136.6,Trader Choice,52.80%,49.72%,3.076%,2,Surged – Strong,Spiked,Fair,Upside,Calm - Uptrend,Rising,Unstable_Weak,$0.019,$0.03,$0.01,$0.024,$0.016,1.451,Weak,Weak – Better,Peak,Inspect,Strong,NA,Exposed,Breakout Tilt,Health Care,Ordinary,XASX,Careteq Limited Ordinary
CTS,0.43,1.11,Neutral,59,Positive,-5.63%,4.76%,-8.33%,10.00%,20.73%,73.68%,94.12%,NA,NA,NA,NA,NA,0.99,$0.900,$0.945,$1.080,$0.900,$0.820,$0.000,$0.000,$0.000,42.52%,11.97%,0.170,0.000,1.787,0.168,2.324,22.79%,928,417,39.90%,50.90%,19.09%,12.30%,13.03%,51033000,Trader Choice,40.90%,35.72%,5.178%,5,Uptrend – Calm,Medium,Scarce,Upside,Medium - Fading,Neutral,Unstable_Weak,$0.990,$1.18,$0.87,$1.119,$0.988,1.442,Recheck,Weak – Better,Climbing,Inspect,Moderate,NA,Exposed,Breakout Tilt,Other,Ordinary,XASX,Ceretas Limited Ordinary
CTT,0.17,0.957,Bearish,44,Negative,2.56%,2.63%,-11.36%,-18.75%,-7.14%,-22.00%,0.00%,-9.30%,-11.36%,-23.53%,-77.71%,-63.21%,0.195,$0.200,$0.190,$0.220,$0.240,$0.210,$0.215,$0.255,$0.530,-3.94%,0.68%,-0.344,-0.020,3.141,0.162,2.361,35.35%,815,444,10.80%,47.30%,12.84%,26.31%,-4.68%,76247640,Trader Choice,26.40%,21.32%,5.078%,1,Fading – Soft,Medium,Fair,Downside,Medium - Fading,Downside,Unstable_Weak,$0.195,$0.22,$0.14,$0.186,$0.180,1.368,Weak,Weak – Better,Drop Phase,Inspect,Strong,NA,Caution,Neutral,Consumer Discretionary,Ordinary,XASX,Cettire Limited Ordinary
CU6,1.8,5.87,Bearish,43,Negative,-2.76%,-1.36%,-4.39%,-13.15%,-12.10%,-18.96%,-7.23%,0.46%,-25.09%,-36.26%,-34.73%,-41.71%,2.18,$2.110,$2.210,$2.280,$2.510,$2.480,$2.170,$3.420,$3.740,-37.41%,0.07%,-0.331,-0.049,3.487,-0.127,1.944,38.75%,325,411,17.70%,30.10%,10.00%,18.87%,-7.65%,787201332,Trader Choice,33.20%,33.03%,0.169%,1,Fading – Weak,Low,Standard,Downside,Calm - Uptrend,Fading,Unstable_Weak,$2.180,$2.40,$1.77,$2.013,$1.940,4.145,Recheck,Weak – Calm,Fading,Faded,Fragile,NA,Balanced,Neutral,Health Care,Ordinary,XASX,Clarity Pharmaceuticals Ltd Ordinary
CUE,0.098,0.155,Bearish,49,Negative,-2.17%,-4.35%,0.00%,-4.35%,-4.35%,0.00%,0.00%,0.00%,-12.00%,-21.43%,-4.35%,-8.33%,0.11,$0.110,$0.115,$0.110,$0.115,$0.115,$0.110,$0.140,$0.120,-5.57%,0.00%,-0.050,-0.028,1.280,0.003,1.563,10.49%,809,1390,12.70%,40.20%,18.18%,28.25%,-5.30%,77348777,Stress-Drawdown,27.20%,27.25%,-0.049%,9,Sideways – Breaking,Calm,Scarce,Neutral,Calm - Sideways,Fading,Unstable_Weak,$0.110,$0.13,$0.08,$0.104,$0.105,1.446,Weak,Weak – Drift,Drop Phase,Faded,Strong,Neutral,Caution,Breakout,Energy,Ordinary,XASX,Cue Energy Resources Limited Ordinary
CUF,0.011,0.075,Neutral,46,Negative,3.92%,-1.92%,-8.93%,-1.92%,4.08%,2.00%,-8.93%,-21.54%,-10.53%,34.21%,54.55%,363.64%,0.051,$0.053,$0.052,$0.056,$0.052,$0.049,$0.065,$0.038,$0.011,-4.68%,2.98%,0.024,-0.036,1.792,-0.034,2.383,19.71%,726,666,27.40%,49.00%,39.22%,39.22%,6.76%,109901277,Stress-Drawdown,39.70%,36.36%,3.343%,1,Sideways – Calm,Medium,Scarce,Fading,Medium - Fading,Fading,Unstable_Weak,$0.051,$0.07,$0.03,$0.054,$0.047,1.552,Recheck,Weak – Better,Stable,Inspect,Weak,NA,Exposed,Neutral,Materials,Ordinary,XASX,Cufe Ltd Ordinary
CUIV,1.24,1.535,Bearish,22,Negative,-0.20%,-1.59%,-1.98%,-4.25%,-4.98%,-6.42%,-9.49%,-13.59%,-12.98%,-15.65%,-16.50%,-13.59%,1.24,$1.240,$1.260,$1.265,$1.295,$1.305,$1.435,$1.470,$1.435,-63.52%,0.00%,-0.269,-0.022,1.244,0.029,1.980,17.58%,1742,1565,9.10%,44.50%,10.00%,25.29%,-9.62%,0,Stress-Drawdown,27.20%,24.49%,2.705%,11,Fading – Breaking,Low,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$1.240,$1.36,$0.93,$1.121,$1.151,1.495,Weak,Weak – Calm,Drop Phase,Inspect,Strong,NA,Caution,Breakout Tilt,Financials ,ETF,XASX,CB Glbl Infrastructure Value Active ETF
CUL,0.005,0.01,Bearish,50,Negative,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,20.00%,-7.69%,-14.29%,-14.29%,-25.00%,-14.29%,0.006,$0.006,$0.006,$0.006,$0.005,$0.006,$0.007,$0.007,$0.007,-3.76%,1.60%,-0.104,0.064,1.365,0.017,2.052,12.98%,1679,1654,13.00%,45.40%,45.00%,45.00%,-6.00%,4160411.4,Stress-Drawdown,28.40%,24.48%,3.917%,3,Sideways – Weak,Low,Scarce,Neutral,Medium - Fading,Downside,Unstable_Weak,$0.006,$0.01,$0.00,$0.006,$0.006,1.444,Weak,Weak – Better,Drop Phase,Improved,Strong,Distressed Cheap,Caution,Breakout Tilt,Materials,Ordinary,XASX,Cullen Resources Limited Ordinary
CUP,0.965,1.61,Bullish,62,Positive,-1.50%,1.01%,-0.33%,-1.97%,13.26%,31.72%,43.06%,42.72%,37.79%,24.58%,34.68%,43.75%,1.495,$1.445,$1.480,$1.500,$1.525,$1.320,$1.048,$1.200,$1.040,-2.63%,16.15%,0.604,-0.047,1.594,-0.152,2.345,9.43%,481,186,47.60%,43.70%,19.96%,12.03%,15.52%,311916977.5,Trader Choice,45.70%,44.74%,0.962%,2,Surged – Better,Medium,Scarce,Rising,Calm - Fading,Fading,Unstable_Weak,$1.495,$1.79,$1.32,$1.727,$1.403,2.716,Monitor,Monitor – Calm,Rising,Faded,Strong,Balanced Value,Caution,Breakout,Industrials,Ordinary,XASX,Count Limited Ordinary
CURE,49.59,81.49,Neutral,48,Negative,2.84%,1.56%,-3.08%,-5.36%,-3.46%,0.95%,2.57%,10.83%,19.17%,28.54%,21.83%,51.98%,75.52,$77.870,$74.360,$77.920,$79.800,$78.230,$68.140,$58.750,$49.690,17.59%,7.68%,0.111,-0.031,1.240,0.063,1.795,20.82%,1742,588,30.30%,43.30%,17.56%,11.45%,11.05%,0,Stress-Drawdown,42.50%,39.95%,2.548%,1,Uptrend – Better,Calm,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$75.520,$88.78,$66.87,$83.864,$72.011,1.995,Recheck,Weak – Calm,Stable,Inspect,Moderate,NA,Caution,Breakout,Financials ,ETF,XASX,Global X S&P Biotech ETF
CUV,7.93,13.48,Bearish,43,Negative,-0.24%,4.10%,2.70%,-1.18%,-19.67%,-11.33%,-16.80%,-18.74%,-11.62%,-13.17%,-36.73%,-27.47%,8.37,$8.290,$8.040,$8.150,$8.470,$10.420,$10.300,$9.640,$11.540,-2.89%,1.51%,-0.351,0.041,3.086,-0.273,2.044,52.35%,425,341,12.60%,41.30%,10.00%,15.40%,-4.10%,418047291,Trader Choice,28.40%,27.67%,0.728%,1,Fading – Soft,Low,Fair,Fading,Calm - Uptrend,Downside,Unstable_Weak,$8.370,$9.21,$7.08,$8.027,$7.937,2.785,Weak,Weak – Calm,Drop Phase,Faded,Strong,Assured Value,Caution,Neutral,Health Care,Ordinary,XASX,Clinuvel Pharmaceuticals Limited Ordinary
CVB,0.016,0.13,Neutral,64,Positive,9.13%,35.00%,35.00%,50.00%,50.00%,50.00%,50.00%,-18.18%,-54.24%,-50.91%,-61.97%,-77.50%,0.027,$0.030,$0.020,$0.020,$0.018,$0.018,$0.033,$0.055,$0.120,-9.25%,12.04%,-0.030,0.376,3.080,0.193,3.066,35.19%,1189,677,25.60%,56.40%,45.00%,45.00%,-1.91%,23041830,Trader Choice,32.80%,27.79%,5.009%,1,Sideways – Soft,Volatile,Fair,Upside,Calm - Uptrend,Neutral,Unstable_Weak,$0.027,$0.04,$0.01,$0.026,$0.026,1.456,Weak,Weak – Better,Stable,Improved,Very Strong,NA,Exposed,Neutral,Health Care,Ordinary,XASX,Curvebeam AI Limited Ordinary
CVC,1.46,2.31,Bearish,52,Negative,-1.81%,0.00%,0.00%,7.10%,0.61%,0.61%,-8.79%,-5.14%,-17.00%,-24.55%,-22.79%,-17.00%,1.66,$1.600,$1.660,$1.660,$1.550,$1.650,$1.750,$2.200,$2.000,-3.64%,0.83%,-0.176,0.084,1.347,0.078,2.508,21.62%,600,437,10.10%,49.30%,10.00%,12.49%,3.47%,186618080,Stress-Drawdown,24.60%,23.33%,1.265%,2,Fading – Soft,Medium,Scarce,Neutral,Calm - Downtrend,Downside,Unstable_Weak,$1.660,$1.83,$1.45,$1.718,$1.535,1.774,Weak,Weak – Calm,Drop Phase,Faded,Strong,NA,Exposed,Breakout Tilt,Financials ,Ordinary,XASX,CVC Limited Ordinary
CVL,1.32,2.08,Neutral,45,Negative,-0.84%,-0.56%,-1.94%,-4.84%,-8.29%,-2.75%,4.42%,-11.28%,11.32%,17.22%,26.43%,33.08%,1.77,$1.730,$1.780,$1.805,$1.860,$1.930,$1.995,$1.510,$1.330,-19.56%,1.80%,0.013,-0.050,1.290,-0.079,1.681,16.85%,308,288,21.50%,31.20%,10.00%,20.96%,-7.22%,883066044,Stress-Drawdown,42.60%,40.85%,1.751%,2,Sideways – Weak,Calm,Scarce,Fading,Calm - Fading,Downside,Unstable_Weak,$1.770,$1.95,$1.40,$1.642,$1.650,4.279,Weak,Recheck – Calm,Fading,Inspect,Moderate,Balanced Value,Balanced,Breakout,Industrials,Ordinary,XASX,Civmec Limited Ordinary
CVN,0.083,0.14,Bullish,50,Positive,-2.38%,0.00%,0.00%,0.00%,0.00%,11.70%,5.00%,-4.55%,-8.70%,15.38%,20.69%,7.14%,0.105,$0.103,$0.105,$0.105,$0.105,$0.105,$0.110,$0.091,$0.098,1.13%,1.18%,0.054,-0.002,2.067,-0.076,1.718,6.01%,606,778,34.00%,37.00%,32.46%,19.05%,12.39%,183381417.5,Trader Choice,35.60%,36.03%,-0.426%,5,Sideways – Calm,Calm,Limited,Neutral,Calm - Sideways,Neutral,Unstable_Weak,$0.105,$0.14,$0.09,$0.118,$0.098,1.538,Recheck,Recheck – Drift,Stable,Faded,Weak,NA,Balanced,Breakout,Energy,Ordinary,XASX,Carnarvon Energy Limited Ordinary
